Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
755,16608048,"Darsh Sodani","2026-08-11 09:25:02",844.5,2,darshsodani
756,16604645,tanadai,"2026-08-16 16:30:09",844.4,2,da0516
757,16417494,"Tommy Mancino","2026-08-15 21:48:55",844.3,2,tommymancino
758,16379277,TomoyaM,"2026-08-15 13:34:32",844.3,2,tomoyamiyaake
759,16411998,"MIRAI LAB","2026-08-15 14:48:24",844.2,2,mirailab
760,16609330,Bungalow0,"2026-08-15 10:51:23",844.1,2,"achatoyant,bungalow0,datadsjak,demuure,xylorift"
761,16596550,mamematcha,"2026-08-16 16:47:03",844.1,2,mamematcha
762,16535761,Matthew.lee010299,"2026-08-16 15:15:20",843.9,2,matthewlee010299
763,16392632,kohbanye,"2026-08-16 22:30:08",843.9,2,kohbanye
764,16400904,yuyutech(Genuine),"2026-08-16 19:37:52",843.6,2,yuyutechgenuine
765,16664781,"Udit Jain #2","2026-08-05 04:24:18",843.3,1,iamudit
766,16435396,RMensinck,"2026-08-16 22:22:53",843.2,2,rmensinck
767,16568648,"Swachhith B","2026-08-07 14:21:33",843.2,2,swachhithb
768,16389057,tontya,"2026-08-16 21:39:20",843.2,2,"shirayukiaya,tontya"
769,16405671,hamuhei,"2026-08-16 19:33:33",842.7,2,hamuhei4869
770,16378357,kash2031,"2026-08-16 23:18:56",842.6,2,kash2031
771,16379783,zard599,"2026-08-07 14:38:00",842.5,2,zard599
772,16429192,Reki,"2026-08-16 20:21:51",842.4,2,ruichardliu
773,16389099,puraza,"2026-08-16 13:32:12",842.3,2,puraza
774,16557265,"weihao huang2004","2026-08-14 03:17:45",842.0,2,weihaohuang2004
775,16609939,corelattice,"2026-08-16 09:09:37",841.8,2,"corelattice,darklumen,metashift2,tyrelon"
776,16378672,yamamekko,"2026-08-08 06:58:43",841.5,2,yamamekko
777,16674403,probflun,"2026-08-16 15:23:00",841.5,2,"convexla,jackeyguo66,probflun,signalior,synaptivox"
778,16414549,"Misha Shikhov","2026-08-16 20:30:18",841.4,2,mishashikhov
779,16607622,fractalbyte,"2026-08-13 13:06:04",841.2,2,"fractalbyte,quenith,sha1ng,valqeth"
780,16441162,"Iadh Jarray","2026-08-16 12:18:39",841.2,2,iadhjarray
781,16516666,Zyy7390,"2026-08-16 22:43:55",840.9,2,zyy7390
782,16497202,"Skibidi Six Seven","2026-08-14 04:49:47",840.9,2,iam4722202468
783,16623406,"Victor @ Tufa Labs","2026-08-16 23:54:02",840.9,2,vmerckle
784,16377958,"yash bhaskar","2026-08-16 16:49:18",840.7,2,"vamshikrishnaemmadi,yash9439"
785,16588804,rick11224,"2026-08-16 07:30:46",840.6,2,"rick11224,s44yliu"
786,16376773,hikarimaru,"2026-08-15 02:02:26",840.6,2,hikarimaru
787,16663979,"HC Zen","2026-08-07 00:40:03",840.1,2,huichengzen
788,16658022,"Jay Shrivastava","2026-08-14 10:06:15",840.1,2,jayshrivastava
789,16443831,"Hanxiang Li","2026-08-15 15:07:29",839.9,1,hanxiangjames
790,16694002,jbreezy,"2026-08-14 04:59:20",839.7,2,prospal
791,16392910,kami,"2026-08-16 17:52:44",839.5,2,"darrrma,hamham1234,kami634,takahashikeiji"
792,16438175,KakuTakagawa,"2026-08-14 09:20:21",839.5,2,kakutakagawa
793,16375559,"Ryo Takaki","2026-08-16 11:38:25",839.5,2,ryotakaki
794,16377499,fujiborozoukin,"2026-08-09 23:46:49",839.3,2,fujiborozoukin
795,16383912,Aphrodite,"2026-08-16 12:25:16",839.3,2,aphrodite874
796,16507005,"hire me pls","2026-08-16 16:35:49",839.2,2,yfrite
797,16640250,"Jordi Corbilla","2026-08-10 13:35:38",838.8,2,jordicorbilla
798,16609875,Machine_e1,"2026-08-14 01:50:53",838.8,2,"arcanee1,loopdriven,machinee1,magnoliaa,mymilk"
799,16381560,aknomura,"2026-08-16 12:27:46",838.8,2,akihironomura
800,16402154,"lxh unbound","2026-08-07 06:22:02",838.7,2,lxhunbound
801,16371785,Shiner,"2026-08-10 16:23:58",838.5,2,judith007
802,16663939,藤田　佑,"2026-08-16 23:58:53",838.3,2,yuu111111111
803,16443042,Ken_Ken_Pa,"2026-08-16 00:28:19",838.3,2,kenkenpa
804,16437977,wycwbkmgs,"2026-08-16 16:11:46",838.3,2,"luoshiyan,spencersi123"
805,16488925,LUCK???,"2026-08-13 13:37:05",837.6,2,yichengs
806,16375704,Kazeneko,"2026-08-16 23:57:04",837.2,2,kazeneko77
807,16399122,habakan,"2026-08-09 04:22:23",837.1,2,kansukehabano
808,16489343,Jaywang,"2026-08-15 03:33:30",837.0,2,jaywang171
809,16568571,"Dilyorbek Muhammadjonov","2026-08-16 04:59:07",837.0,2,dilyorbek
810,16632955,Elstir,"2026-08-16 21:06:13",836.9,2,jeromexx
811,16408657,len8487,"2026-08-14 03:59:31",836.8,2,len8487
812,16686817,"GuGu-Field Team","2026-08-16 23:55:45",836.8,2,zhuyunyin
813,16560391,cher112,"2026-08-16 03:41:10",836.4,2,cher112
814,16651576,MYOUCER,"2026-08-16 14:49:23",836.4,2,myoucer
815,16376002,suk1yak1,"2026-08-16 22:41:08",836.2,2,suk1yak1
816,16559285,Fususu,"2026-08-15 15:55:36",836.2,2,phuongncn
817,16634899,"pokemon masters","2026-08-16 21:29:56",835.7,2,"skomuro,yimingma1024"
818,16372620,"Ankith Savio","2026-08-16 21:07:16",835.7,2,weedoo
819,16679592,"Tyler Myers","2026-08-14 00:24:45",835.6,2,tydymy
820,16512592,"Andrej Carpenter","2026-08-11 12:42:36",835.6,2,andrejcarpenter
821,16481865,ぴかぴ＠ポケカ,"2026-08-09 23:43:00",835.6,2,pikapi3104
822,16609474,"Nkosi Ndwandwe","2026-08-14 08:05:48",835.5,2,nkosindwandwe
823,16467431,"be relaxed","2026-08-05 06:53:13",835.5,2,zhuowamg
824,16498610,"Rockway Chen","2026-07-13 03:11:13",835.2,2,rockwaychen
825,16404960,Haumea,"2026-08-16 23:01:11",835.2,2,chaitanyagullapalli
826,16397235,Supermercado,"2026-08-16 16:08:34",835.0,2,ryotaaaaaa
827,16583749,"junfan shen","2026-08-16 14:33:19",835.0,2,junfanshen
828,16382352,FabienDaniel,"2026-08-12 08:35:50",834.9,2,fabiendaniel
829,16393006,kuromoka,"2026-08-15 02:26:37",834.8,2,kuromoka
830,16576037,R_S_K,"2026-08-16 18:50:11",834.8,2,"dqfeng,gvione,louishoo"
831,16539190,Rainfun,"2026-08-16 23:58:17",834.8,2,afterrain42
832,16389479,Bata09,"2026-08-08 14:09:18",834.8,2,bata09
833,16531286,f_u,"2026-08-16 12:59:45",834.8,2,fujiiiiii
834,16387788,sukeke,"2026-08-16 13:16:44",834.5,2,sukeke
835,16618533,"Veniamin Nelin","2026-08-11 12:36:41",834.5,2,veniaminnelin
836,16593110,yuki0731,"2026-08-16 15:54:52",834.4,2,yuki0731
837,16696846,MYGEMER,"2026-08-16 16:06:04",834.3,2,mygemer
838,16375864,Kyohei,"2026-08-16 02:51:35",834.3,2,kyohei3
839,16389894,poijio,"2026-08-16 05:17:26",834.1,2,poijio
840,16510040,"Jonathan Simone","2026-08-16 20:03:35",834.0,2,jonathansimone
841,16510771,Foo,"2026-08-12 01:48:40",834.0,2,fumafuma
842,16373012,Voyager,"2026-08-16 05:42:46",834.0,2,"dongukjung,kozistr"
843,16571234,"wennan cao","2026-08-16 07:16:03",833.9,2,wennancao
844,16401955,ShiyiLIN0922,"2026-08-07 23:53:08",833.9,2,shiyilin0922
845,16380690,Ruko,"2026-08-15 11:23:41",833.9,2,chanholong
846,16379668,"Hirotaka Sugawara","2026-08-12 09:33:32",833.6,2,hirotakasugawara
847,16535298,"Hyunsik Park","2026-08-11 15:04:09",833.6,2,hyunsikpark
848,16380293,"TFA Alliance","2026-08-16 22:13:33",833.4,2,"adnanzamanniloy,foysalemonshanto,tahsinarafat"
849,16555667,misaka12435,"2026-08-16 13:00:37",833.4,2,misaka12435
850,16605404,ZetX_Zephyr,"2026-08-16 20:20:09",833.3,2,zetxzephyr
851,16510891,鸽鸽257,"2026-07-18 15:08:07",833.2,2,vincentvvv
852,16401957,Eggplanck,"2026-08-16 20:23:20",833.2,2,gyozzza
853,16609655,flop,"2026-08-16 10:22:46",833.0,2,yyysss1
854,16418974,mikelou1,"2026-08-16 23:01:47",833.0,2,mikelou1
855,16383433,"Kun Zhang","2026-08-15 21:54:28",832.9,2,beicicc
856,16385755,CoorDi,"2026-08-16 03:03:17",832.9,2,bxy0125
857,16688946,kann,"2026-08-10 02:41:15",832.8,2,ki88888
858,16372335,"Baidalin Adilzhan [dsml.kz]","2026-08-16 12:44:39",832.8,2,baidalinadilzhan
859,16488385,"Saulo Quiñones Góngora","2026-08-14 00:50:56",832.7,2,sauloquionesgngora
860,16539956,"DaoHe Liu","2026-08-16 15:45:16",832.6,2,daoheliu
861,16693498,"Yu Bo yuan","2026-08-16 20:22:12",832.5,2,zzy555666
862,16692627,"Aizat Kashapov","2026-08-16 19:06:24",832.4,2,liderpartiii
863,16602296,postrflux,"2026-08-12 14:10:26",832.2,2,"eigeness9,postrflux,reciprocityj,zenoflux77"
864,16582786,LJL,"2026-08-12 06:27:18",832.0,2,jallll123
865,16442005,Ty-Yuki,"2026-08-15 06:42:10",831.9,2,tyyuki
866,16662235,Cherie01,"2026-08-16 15:02:44",831.8,2,cherie01
867,16374350,islet,"2026-08-16 21:35:38",831.8,2,kojimar
868,16395235,"Masashi Onda","2026-08-16 02:27:51",831.6,2,masashionda
869,16484824,"SegPulse 锋析-Kaggle Autonomous","2026-08-15 09:58:14",831.3,2,shanghaigroom
870,16403381,data_gardening_club,"2026-08-16 06:50:28",831.3,2,"hideyochiba,mitsuaccessjam"
871,16532743,xamad,"2026-08-12 14:51:47",831.1,2,giannicerrato
872,16447261,🐱KittenLeague🐱,"2026-08-16 23:25:05",831.1,2,"cicimeow,onlytimeknows"
873,16372506,miraiTDL,"2026-08-16 16:48:30",831.0,2,wataruogasa
874,16640688,可抽奖的冰棒,"2026-08-16 08:25:27",830.9,2,daniel1547
875,16399212,Seiyo,"2026-08-16 10:21:49",830.9,2,seiyoo
876,16374946,AbhilashVJ,"2026-08-16 10:50:15",830.7,2,abh001
877,16539622,LinZihanAdam,"2026-08-16 03:55:18",830.6,2,linzihanadam
878,16534632,auouer,"2026-08-16 02:35:16",830.6,2,auouer
879,16670766,WJui,"2026-08-15 07:06:45",830.6,2,zjm271441
880,16403794,Larps,"2026-08-16 23:47:37",830.5,2,"nitinvijayapandi,safm1rza"
881,16374973,Julian,"2026-08-16 23:50:25",830.5,2,mob404
882,16440629,"Albert Wang","2026-08-15 19:15:57",830.5,2,mianwang1024
883,16443181,Scrafty,"2026-08-16 23:54:45",830.2,2,"myso1987,yukhoe,zuoliao11"
884,16635495,"Ryusuke Oku","2026-08-04 12:24:50",830.2,2,ryusukeoku
885,16611610,"Yanxi Jiang","2026-08-07 03:26:43",830.0,2,yanxijiang
886,16389772,Capitaalgain,"2026-08-16 23:05:19",829.8,2,capitaalgain
887,16376803,Kelvin,"2026-08-14 00:35:43",829.8,2,xyzdivergence
888,16434663,"Iwa Iwa","2026-08-15 17:25:53",829.6,2,iwaiwa
889,16372196,PyJa,"2026-08-16 10:44:44",829.5,2,pixiux
890,16385382,KentoKuri,"2026-08-16 22:55:31",829.5,2,kentokuribayashi
891,16539209,"pika pika pikachu","2026-08-16 16:30:38",829.3,2,shivsatyam
892,16395027,Sophie555,"2026-08-16 11:36:09",829.2,2,sophie555
893,16676013,"Simon Rüba","2026-08-16 15:07:25",829.1,2,simonrba
894,16498605,"Manufactured Ideology","2026-08-16 10:34:41",828.7,2,"fukaiyohei,herotaka,ichito0229,kentarrrlies,kimura0704"
895,16654340,Stocks152,"2026-08-13 09:59:36",828.6,2,stocks152
896,16623829,Dueye,"2026-08-16 15:03:41",828.6,2,dueyci
897,16535291,sohasoha42,"2026-08-16 17:11:08",828.5,2,sohasoha42
898,16460918,"Tsuyoshi Suketomo","2026-08-16 16:41:54",828.5,2,"masakiyasufuku,ritsuki0720,tsuyoshisuketomo"
899,16418151,"peeta pit","2026-08-16 17:57:40",828.3,2,peetapit
900,16611641,"Daksh Bhalala","2026-08-16 14:44:40",828.2,2,dakshbhalala
901,16606400,KiKi,"2026-08-16 15:29:57",828.2,2,kingkiller2164
902,16570624,"Abhiraj Singh","2026-07-24 19:40:42",828.1,2,cyberdrago
903,16536305,"Ömer Faruk Yüce","2026-08-16 14:14:47",827.9,2,merfarukyce
904,16426547,magu1234,"2026-08-16 23:58:22",827.8,2,magu1234
905,16536437,mkgs,"2026-08-16 01:14:57",827.7,2,mkgs210
906,16602142,kernlst92,"2026-08-12 13:02:07",827.5,2,"kerlgd,kernlst92,laatentia,plasmoryx"
907,16662497,"Arun #2","2026-08-16 18:43:57",827.3,2,arun8ovfjfdr6
908,16470414,Larry,"2026-07-16 10:17:08",826.9,2,martinlwenstein999
909,16371384,gawa0000,"2026-08-16 14:59:26",826.8,2,gawa0000
910,16639398,"SAMOILOV MIKHAIL","2026-08-16 14:50:49",826.8,2,samoilovmikhail
911,16511263,李BCDEFGA,"2026-08-16 22:11:59",826.4,2,bcdefga
912,16382269,itsuki-data,"2026-08-14 23:31:51",826.3,2,itsuki89
913,16374458,"from mlgang with love","2026-08-16 19:07:03",826.3,2,"egoregors,vladmazeev"
914,16399437,gsc01,"2026-08-16 10:51:06",826.2,2,masatoshitaniguchi
915,16616761,"Subin An","2026-08-16 00:14:15",826.1,2,subinium
916,16600152,"Jake Grimes","2026-08-16 23:42:05",825.8,2,jakegrimes
917,16511326,Adastra,"2026-08-16 05:58:21",825.6,2,"law625,tsingyuan,zihengedie"
918,16676349,"tianwen zhang1","2026-08-16 17:58:00",825.5,2,tianwenzhang1
919,16554457,NNMax,"2026-08-16 23:55:06",825.5,2,ashok205
920,16510067,"Jeffrey Saelee","2026-08-08 06:12:08",825.5,2,jeffreysaelee
921,16374885,"Bocchieri Alberto","2026-07-19 13:06:23",825.3,2,bocchierialberto
922,16608709,KYA,"2026-08-06 11:38:06",825.3,2,kairyota
923,16371777,Ravindra,"2026-08-16 05:14:49",825.0,2,ravi123a321at
924,16445382,"Team BlackBox","2026-08-16 19:56:48",825.0,2,koushikrudra
925,16403402,takaygiiiiiiii,"2026-08-16 22:14:49",825.0,2,takaygiiiiiiii
926,16450161,"near field","2026-08-16 23:41:16",825.0,2,nearfield1234
927,16425598,rmoooi,"2026-08-16 14:53:59",824.9,2,rmoooi
928,16417676,YasunagaTkcNkmr,"2026-08-06 08:22:53",824.9,2,"aszwjn,miyatacaio,yasunagatkcnkmr"
929,16376022,pes_magic,"2026-08-15 02:01:15",824.9,2,fumiyasuto
930,16381675,pokAmon,"2026-08-16 19:32:20",824.8,2,amonkizawa
931,16676562,"Aleix López","2026-08-15 15:10:40",824.7,2,aleixlopez
932,16600887,Yinzi_Mike,"2026-08-14 02:30:13",824.7,2,yinzimike
933,16672368,AnyContext,"2026-08-16 05:18:20",824.4,2,"kemshim,kokifunakoshi"
934,16696263,波力海苔,"2026-08-16 23:34:10",824.2,2,blht2026
935,16411928,"Tara Labs","2026-08-16 00:09:55",824.1,2,"pedianeko,theunforgiven7"
936,16414646,"One Move Ahead","2026-08-16 13:01:55",824.0,2,mikeintokyo
937,16385187,"Dengzhe Hou","2026-08-13 23:08:28",823.9,2,monkeydz
938,16690312,"tine.sh agent","2026-08-16 10:11:06",823.7,2,sidcodegg
939,16376345,"Xiaolei Lian","2026-08-16 00:47:03",823.6,2,xiaoleilian
940,16449149,hoshippi,"2026-08-15 23:35:54",823.5,2,hoshippi
941,16599746,DovyDigital,"2026-08-13 00:05:44",823.4,2,dovydigital
942,16623589,hisatarosu,"2026-08-11 10:35:10",823.4,2,tomako4390
943,16377471,shiiin9,"2026-08-16 14:49:20",823.3,2,shiiin9
944,16597028,DL,"2026-08-16 00:10:27",823.3,2,distiller
945,16425934,theredbluepill,"2026-08-16 22:01:24",823.3,2,poonszesen
946,16371693,"Manish Swami","2026-08-08 07:55:44",823.2,2,manish756
947,16693473,"Bocen Li","2026-08-16 17:02:15",823.1,2,bocenli
948,16514656,Lixin73,"2026-08-03 15:39:45",823.0,6,"bianfu,lingyu07,lixin73"
949,16375779,"Topdecking is All You Need","2026-08-16 23:03:10",823.0,2,"iryuki,kojimen"
950,16401601,shindannin,"2026-08-16 23:58:23",823.0,2,shindannin
951,16664225,"water joe","2026-08-16 11:16:42",823.0,2,waterjoe
952,16617291,AidenSong123,"2026-08-16 02:55:28",823.0,2,aidensong123
953,16372976,"WE LOVE KING CRIMSON","2026-08-16 21:19:42",822.9,2,"hishi057,magsta,nnaabe7,raster0x2a,serikayuzuki"
954,16610954,"Amr Yasser","2026-08-15 16:53:32",822.9,2,amryasswe
955,16382471,"Murat Kolic","2026-08-15 11:48:00",822.8,2,muratkolic
956,14467238,"Addison Howard (ineligible)","2026-08-04 00:38:37",822.8,2,addisonhoward
957,16619393,whatcanwedo,"2026-08-16 21:36:24",822.7,2,shexunov
958,16593286,"xi luo","2026-08-16 11:03:02",822.6,2,xiluo00
959,16488869,"Yang Jinneng","2026-08-12 14:00:59",822.6,2,adurey
960,16431830,"kaneko takafumi","2026-08-14 00:07:16",822.4,2,kanekotakafumi
961,16407647,VK,"2026-08-05 02:07:12",822.2,2,venkatkumar001
962,16422356,y_nakai390,"2026-08-13 12:41:54",822.2,2,afmanyu
963,16386310,sakaitt,"2026-08-16 18:23:23",822.0,2,sakaitt
964,16414784,EunchaeSong,"2026-08-10 16:46:26",822.0,2,eunchaesong
965,16376982,Praxel,"2026-08-16 16:48:19",822.0,2,praxel
966,16371920,today,"2026-08-03 14:47:12",822.0,2,today55
967,16557257,"Wen Zixuan","2026-08-13 00:56:25",821.8,2,wenzixuan1
968,16612464,"Einbaum Von","2026-08-16 20:31:48",821.8,2,"einbaumvon,liyahan5625"
969,16661827,IY,"2026-08-16 18:23:24",821.7,2,irotrader
970,16605814,"lyre lin","2026-08-16 17:01:18",821.7,2,lyrelingg
971,16371549,"Kunal Aarse","2026-08-04 15:22:35",821.6,2,"envyy23120093,evansussex,kunalinfinite"
972,16618281,"ZeLong Leo","2026-08-16 07:26:28",821.3,2,zelongleo
973,16458803,"FC Crustacean","2026-08-16 23:57:30",821.2,2,"dauriel,theakshay"
974,16633150,Codect,"2026-08-16 16:12:33",821.1,2,codect
975,16385953,Ajishio,"2026-08-13 13:29:33",820.9,2,ajishio
976,16584979,sqafu12,"2026-08-15 15:42:34",820.8,2,sqafu12
977,16379777,KiChang.Kim,"2026-08-16 01:08:33",820.8,2,kichangkim
978,16389103,"Neko #2","2026-08-11 12:56:33",820.8,2,ootake
979,16385216,Daikon99,"2026-08-16 23:54:54",820.7,2,daikon99
980,16564022,Leolazz,"2026-08-16 13:09:40",820.7,2,leolazz
981,16669900,"No skill pure luck","2026-08-16 22:51:19",820.6,2,"leonado10000,noskillpureluck"
982,16400727,mmwstudy,"2026-08-16 21:15:56",820.5,2,mmwstudy
983,16388356,ganbaranzoiya,"2026-08-16 11:17:53",820.4,2,ganbaranzoiya
984,16609358,Elooquence,"2026-08-16 11:26:43",820.3,2,"dataraa,elooquence,opulencee,piicturesque,shadowlumen"
985,16677425,"Thomas #2","2026-08-10 14:33:35",820.1,2,thomasz3788
986,16407283,mgoto51004,"2026-08-16 14:18:06",820.1,2,mgoto51004
987,16382798,"Mohamed Amine Aichaoui","2026-08-11 02:09:55",820.0,2,mohamedamineaichaoui
988,16485491,ISW,"2026-08-16 23:53:19",819.9,2,"ikeda0516,soedaharuto,undertaker3409"
989,16675705,"Zikai Chen","2026-08-16 21:43:19",819.8,2,"auroraxxiiaa,kyrie1102kai"
990,16557320,AmadeusAN,"2026-08-16 22:09:38",819.7,2,amadeusan
991,16532410,one2ndpiece,"2026-08-05 05:55:30",819.6,2,one2ndpiece
992,16375424,Miguel-jp,"2026-08-16 23:27:28",819.6,2,migueljp
993,16373037,"Flying Banana","2026-08-16 22:41:31",819.5,2,wasizu
994,16433950,"Anhad Mahajan","2026-08-13 11:15:30",819.5,2,anhadmahajan06
995,16401760,shiratama,"2026-08-15 23:22:17",819.4,2,dotshiratama
996,16388974,brave-心勇-heart,"2026-08-16 20:59:19",819.4,2,braveheart
997,16372567,nmdcddwzml,"2026-08-16 23:58:29",819.3,2,mujian63
998,16690241,"Ivan Aleksandrov","2026-08-08 21:18:21",819.2,2,ivanblch
999,16382470,"Sijin Yu","2026-08-15 17:03:41",819.2,2,sijinyu
1000,16385287,"Junichi Saigou","2026-08-13 14:23:52",818.8,2,junichisaigou
1001,16496190,TalentAI,"2026-07-26 00:20:49",818.8,2,ghostlytalent
1002,16380936,payanotty,"2026-08-16 19:22:53",818.8,2,"payanotty,tatsuokoshida,tyamujin"
1003,16404421,Pascal,"2026-08-16 02:16:31",818.7,2,pascalledesma
1004,16393140,yasu,"2026-08-16 20:07:22",818.2,2,yasutakababa
1005,16389834,"Thái Văn Tài","2026-08-14 14:49:47",818.2,2,thivnti
1006,16506830,pardival,"2026-08-16 02:28:13",818.0,2,pardival
1007,16454909,RicardoLópez,"2026-08-15 17:05:18",818.0,2,richi2489
1008,16376745,paistieco,"2026-08-15 16:14:59",817.9,2,gregorypoist
1009,16375214,"Bo Peng","2026-08-13 13:50:44",817.7,2,bopengiowa
1010,16371893,fredpk,"2026-08-16 23:52:15",817.6,2,fredpk
1011,16399990,MMA,"2026-08-16 21:59:01",817.2,2,"cotora2121,hiroto0715,jittaboys,katosh,temmawatanabe"
1012,16375514,Kirderf,"2026-08-16 15:46:49",817.0,2,kirderf
1013,16585085,"Haokai Ding","2026-08-08 05:34:46",816.8,2,ditang0125
1014,16465127,gakki,"2026-08-14 09:50:49",816.7,2,sdeagggg
1015,16515712,tomo11111,"2026-08-16 17:13:58",816.4,2,tomo11111
1016,16383204,StephenNedumpally,"2026-08-09 02:55:25",816.4,2,stephennedumpally
1017,16608767,"Sans Mike","2026-08-06 23:17:16",816.4,2,sanshota
1018,16381262,takumina,"2026-08-16 22:45:06",816.3,2,takuminakamatsu
1019,16660966,Yusuraume,"2026-08-16 11:29:25",816.3,2,sugitatomohiko
1020,16674551,"Yan Hu","2026-08-08 06:04:54",816.3,2,icyskyhy
1021,16375871,Yuta,"2026-08-10 01:19:27",816.3,2,yutaecon
1022,16378106,CMK,"2026-08-10 09:10:02",816.2,2,"calvinsan123,linnkhantcho,m2km2k"
1023,16599113,manase0,"2026-08-13 12:56:55",816.1,2,"hperia3ds,inferenis,manase0,spectrah"
1024,16609388,mexlora,"2026-08-13 03:53:13",815.9,2,"mexlora,nerovaq,nolzixo,pixelorbit9,qizlona"
1025,16382059,Fumi,"2026-08-16 16:08:25",815.8,2,cheersbeer
1026,16693511,HireMe,"2026-08-14 12:53:00",815.6,2,junta1104
1027,16690654,"Pika Pika","2026-08-16 20:29:45",815.5,2,"a9ditya25,aaryanagarwal,architathakur,arnab06"
1028,16630774,"Ramazan Turan","2026-08-15 22:38:22",815.4,2,ramazanturann
1029,16612252,Virexon,"2026-08-16 09:02:27",815.1,2,"spectrion5,synthexia,virexon,vorinaq"
1030,16630429,toufumind,"2026-08-10 06:07:30",815.0,2,"octopusq,toufumind"
1031,16375885,nishikawa,"2026-08-16 23:17:17",814.8,2,akiranishikawa0621
1032,16404967,小陈同学,"2026-08-14 07:44:12",814.8,2,czastu
1033,16371632,結束バンド,"2026-08-06 11:41:30",814.7,2,"asmuchas,cocoaai"
1034,16379362,Orion,"2026-08-10 19:08:11",814.7,2,fastthanh78
1035,16685922,static,"2026-08-16 23:15:55",814.5,2,huangshunhao
1036,16557150,cornwall,"2026-08-10 05:51:00",814.5,2,cornwall
1037,16658514,YYY,"2026-08-16 16:36:20",814.4,2,"fanhuanice,kevinwang0305,stevenwww111,zhangyufan1103"
1038,16440497,BackFiring,"2026-08-08 22:55:16",814.4,2,backfiring
1039,16415361,"Akira Imae","2026-08-16 21:07:58",814.1,2,imaeakira
1040,16693019,"Sai Reddy Pothireddy","2026-08-16 07:49:21",814.1,2,saireddypothireddy
1041,16655714,chatgpt-5.7,"2026-08-16 11:57:27",814.0,2,"gaoruihua,otherworldly777"
1042,16439282,otashue,"2026-08-16 23:30:59",813.6,2,otashue
1043,16600018,Adam,"2026-08-16 23:57:46",813.5,2,potonglantie93
1044,16613830,stochar,"2026-08-16 13:12:41",813.5,2,"bayerfe,quantforge12,spectior,stochar"
1045,16499734,yuuri,"2026-08-13 07:05:15",813.5,2,yuuuuuuuuri
1046,16551397,SQLRockstar,"2026-08-03 17:48:08",813.3,2,sqlrockstar
1047,16514259,"Pioneer 2","2026-08-16 15:39:05",813.2,2,sigint
1048,16591874,"Jason Matthew Suhari","2026-08-02 04:47:05",813.2,2,jasonmatthewsuhari
1049,16389803,nakkan_AI,"2026-08-12 00:35:21",813.1,2,nakkanai
1050,16583716,"Muhammed Eliwat","2026-08-01 04:10:05",813.0,2,muhammedeliwat
1051,16385029,Help-Computa,"2026-08-16 21:21:20",812.9,2,"bstagner,ryanrude33"
1052,16393241,WinDecks,"2026-07-16 12:53:13",812.8,2,pokekaryo
1053,16533561,iwance,"2026-08-16 19:13:39",812.7,2,iwance
1054,16485690,"⸻AgentZZ ⸻","2026-07-20 10:28:34",812.4,2,agentzz
1055,16388467,Michey0495,"2026-08-16 04:47:04",812.3,2,michey0495
1056,16585249,"Pikachu Algorithm","2026-08-16 21:29:35",812.1,2,shuangxue
1057,16385646,BlueBuild4,"2026-08-16 21:43:12",812.0,2,bluebuild4
1058,16437553,YehJames,"2026-08-02 13:50:12",811.9,2,yehjames
1059,16692316,"Özgür Deniz","2026-08-09 14:41:54",811.8,2,deniz1923
1060,16666757,"Saravanan Jaichandaran","2026-08-16 11:22:19",811.8,2,saranchandar
1061,16378607,kunihiro,"2026-08-04 14:05:41",811.7,2,kunihiro
1062,16375563,"Nikita Babych","2026-07-26 19:20:05",811.6,2,nikitababich
1063,16506041,"Manish Kumar Kumawat","2026-08-04 11:59:08",811.4,2,manishkkumawat
1064,16532420,hoshi18,"2026-08-08 11:19:26",811.3,2,hoshi18
1065,16685076,星之海,"2026-08-16 23:34:25",811.0,2,web3cainiao
1066,16376157,nishiki,"2026-08-16 04:26:42",811.0,2,mnishiki
1067,16372838,Kmart0112,"2026-08-16 21:19:48",810.8,2,kmart0112
1068,16593344,"Athar Sayed","2026-08-10 06:13:13",810.8,2,sayedathar11
1069,16443633,Vibrava,"2026-08-16 23:15:30",810.6,2,"cogepan,usermina"
1070,16482704,htehte,"2026-08-16 15:20:53",810.5,2,htehte
1071,16393418,"Takahide Seki","2026-08-11 17:02:05",810.5,2,takahideseki
1072,16379593,"Mathurin Ache","2026-08-12 12:00:08",810.4,2,mathurinache
1073,16599289,shiv,"2026-08-16 03:11:03",810.0,2,shivaurora
1074,16411865,L7n,"2026-08-16 23:49:48",809.8,2,znwe342
1075,16667146,kk.sky.9k,"2026-08-11 11:36:17",809.7,2,kksky9k
1076,16402961,PokéPoké,"2026-08-10 04:58:20",809.6,2,"marwanashref,rahmamohamedsayd,shiru2"
1077,16666740,Mazga,"2026-08-16 15:09:41",809.6,2,mazgas
1078,16392785,"Vishesh Banna","2026-08-05 07:15:27",809.5,2,visheshbanna
1079,16543826,"Naoki Yamada","2026-08-16 16:14:25",809.4,2,naokiyamada1106
1080,16389869,"Melvin Low","2026-07-27 14:10:21",809.4,2,la00bing
1081,16683850,rererenore,"2026-08-16 21:40:42",808.8,2,rererenore
1082,16394178,"Raunak Dey","2026-08-15 18:30:06",808.8,2,raunakdey07
1083,16583265,"Imran Ahamed","2026-08-09 03:51:29",808.7,2,immu4989
